timestamp,activity
2006-02-05 12:30:00,733.0
2006-02-05 12:31:00,806.0
2006-02-05 12:32:00,709.0
2006-02-05 12:33:00,1468.0
2006-02-05 12:34:00,1073.0
2006-02-05 12:35:00,2072.0
2006-02-05 12:36:00,1006.0
2006-02-05 12:37:00,781.0
2006-02-05 12:38:00,624.0
2006-02-05 12:39:00,1039.0
2006-02-05 12:40:00,483.0
2006-02-05 12:41:00,687.0
2006-02-05 12:42:00,1039.0
2006-02-05 12:43:00,397.0
2006-02-05 12:44:00,586.0
2006-02-05 12:45:00,410.0
2006-02-05 12:46:00,360.0
2006-02-05 12:47:00,624.0
2006-02-05 12:48:00,384.0
2006-02-05 12:49:00,372.0
2006-02-05 12:50:00,549.0
2006-02-05 12:51:00,833.0
2006-02-05 12:52:00,733.0
2006-02-05 12:53:00,1142.0
2006-02-05 12:54:00,1379.0
2006-02-05 12:55:00,1773.0
2006-02-05 12:56:00,296.0
2006-02-05 12:57:00,833.0
2006-02-05 12:58:00,1142.0
2006-02-05 12:59:00,372.0
2006-02-05 13:00:00,384.0
2006-02-05 13:01:00,316.0
2006-02-05 13:02:00,453.0
2006-02-05 13:03:00,549.0
2006-02-05 13:04:00,424.0
2006-02-05 13:05:00,733.0
2006-02-05 13:06:00,687.0
2006-02-05 13:07:00,687.0
2006-02-05 13:08:00,644.0
2006-02-05 13:09:00,515.0
2006-02-05 13:10:00,327.0
2006-02-05 13:11:00,172.0
2006-02-05 13:12:00,94.0
2006-02-05 13:13:00,112.0
2006-02-05 13:14:00,116.0
2006-02-05 13:15:00,227.0
2006-02-05 13:16:00,129.0
2006-02-05 13:17:00,219.0
2006-02-05 13:18:00,197.0
2006-02-05 13:19:00,94.0
2006-02-05 13:20:00,88.0
2006-02-05 13:21:00,205.0
2006-02-05 13:22:00,134.0
2006-02-05 13:23:00,88.0
2006-02-05 13:24:00,82.0
2006-02-05 13:25:00,50.0
2006-02-05 13:26:00,306.0
2006-02-05 13:27:00,125.0
2006-02-05 13:28:00,212.0
2006-02-05 13:29:00,166.0
2006-02-05 13:30:00,44.0
2006-02-05 13:31:00,107.0
2006-02-05 13:32:00,62.0
2006-02-05 13:33:00,99.0
2006-02-05 13:34:00,77.0
2006-02-05 13:35:00,29.0
2006-02-05 13:36:00,112.0
2006-02-05 13:37:00,227.0
2006-02-05 13:38:00,178.0
2006-02-05 13:39:00,112.0
2006-02-05 13:40:00,125.0
2006-02-05 13:41:00,197.0
2006-02-05 13:42:00,349.0
2006-02-05 13:43:00,149.0
2006-02-05 13:44:00,44.0
2006-02-05 13:45:00,50.0
2006-02-05 13:46:00,34.0
2006-02-05 13:47:00,91.0
2006-02-05 13:48:00,50.0
2006-02-05 13:49:00,56.0
2006-02-05 13:50:00,50.0
2006-02-05 13:51:00,47.0
2006-02-05 13:52:00,94.0
2006-02-05 13:53:00,0.0
2006-02-05 13:54:00,143.0
2006-02-05 13:55:00,259.0
2006-02-05 13:56:00,125.0
2006-02-05 13:57:00,337.0
2006-02-05 13:58:00,172.0
2006-02-05 13:59:00,234.0
2006-02-05 14:00:00,149.0
2006-02-05 14:01:00,259.0
2006-02-05 14:02:00,424.0
2006-02-05 14:03:00,277.0
2006-02-05 14:04:00,438.0
2006-02-05 14:05:00,7.0
2006-02-05 14:06:00,212.0
2006-02-05 14:07:00,172.0
2006-02-05 14:08:00,47.0
2006-02-05 14:09:00,277.0
2006-02-05 14:10:00,7.0
2006-02-05 14:11:00,103.0
2006-02-05 14:12:00,59.0
2006-02-05 14:13:00,327.0
2006-02-05 14:14:00,227.0
2006-02-05 14:15:00,7.0
2006-02-05 14:16:00,197.0
2006-02-05 14:17:00,116.0
2006-02-05 14:18:00,3.0
2006-02-05 14:19:00,3.0
2006-02-05 14:20:00,178.0
2006-02-05 14:21:00,62.0
2006-02-05 14:22:00,3.0
2006-02-05 14:23:00,178.0
2006-02-05 14:24:00,212.0
2006-02-05 14:25:00,327.0
2006-02-05 14:26:00,349.0
2006-02-05 14:27:00,62.0
2006-02-05 14:28:00,77.0
2006-02-05 14:29:00,74.0
2006-02-05 14:30:00,44.0
2006-02-05 14:31:00,85.0
2006-02-05 14:32:00,91.0
2006-02-05 14:33:00,296.0
2006-02-05 14:34:00,665.0
2006-02-05 14:35:00,424.0
2006-02-05 14:36:00,129.0
2006-02-05 14:37:00,499.0
2006-02-05 14:38:00,1217.0
2006-02-05 14:39:00,337.0
2006-02-05 14:40:00,56.0
2006-02-05 14:41:00,24.0
2006-02-05 14:42:00,945.0
2006-02-05 14:43:00,1255.0
2006-02-05 14:44:00,687.0
2006-02-05 14:45:00,438.0
2006-02-05 14:46:00,219.0
2006-02-05 14:47:00,887.0
2006-02-05 14:48:00,1073.0
2006-02-05 14:49:00,515.0
2006-02-05 14:50:00,212.0
2006-02-05 14:51:00,227.0
2006-02-05 14:52:00,154.0
2006-02-05 14:53:00,82.0
2006-02-05 14:54:00,138.0
2006-02-05 14:55:00,99.0
2006-02-05 14:56:00,88.0
