timestamp,activity
2005-08-30 10:00:00,0.0
2005-08-30 10:01:00,0.0
2005-08-30 10:02:00,0.0
2005-08-30 10:03:00,0.0
2005-08-30 10:04:00,0.0
2005-08-30 10:05:00,0.0
2005-08-30 10:06:00,0.0
2005-08-30 10:07:00,0.0
2005-08-30 10:08:00,0.0
2005-08-30 10:09:00,0.0
2005-08-30 10:10:00,0.0
2005-08-30 10:11:00,0.0
2005-08-30 10:12:00,0.0
2005-08-30 10:13:00,0.0
2005-08-30 10:14:00,0.0
2005-08-30 10:15:00,0.0
2005-08-30 10:16:00,0.0
2005-08-30 10:17:00,0.0
2005-08-30 10:18:00,0.0
2005-08-30 10:19:00,0.0
2005-08-30 10:20:00,0.0
2005-08-30 10:21:00,0.0
2005-08-30 10:22:00,0.0
2005-08-30 10:23:00,0.0
2005-08-30 10:24:00,0.0
2005-08-30 10:25:00,0.0
2005-08-30 10:26:00,0.0
2005-08-30 10:27:00,963.0
2005-08-30 10:28:00,2042.0
2005-08-30 10:29:00,241.0
2005-08-30 10:30:00,257.0
2005-08-30 10:31:00,233.0
2005-08-30 10:32:00,303.0
2005-08-30 10:33:00,324.0
2005-08-30 10:34:00,420.0
2005-08-30 10:35:00,561.0
2005-08-30 10:36:00,493.0
2005-08-30 10:37:00,617.0
2005-08-30 10:38:00,637.0
2005-08-30 10:39:00,448.0
2005-08-30 10:40:00,381.0
2005-08-30 10:41:00,257.0
2005-08-30 10:42:00,129.0
2005-08-30 10:43:00,86.0
2005-08-30 10:44:00,61.0
2005-08-30 10:45:00,145.0
2005-08-30 10:46:00,462.0
2005-08-30 10:47:00,477.0
2005-08-30 10:48:00,904.0
2005-08-30 10:49:00,579.0
2005-08-30 10:50:00,1404.0
2005-08-30 10:51:00,849.0
2005-08-30 10:52:00,448.0
2005-08-30 10:53:00,543.0
2005-08-30 10:54:00,165.0
2005-08-30 10:55:00,293.0
2005-08-30 10:56:00,225.0
2005-08-30 10:57:00,33.0
2005-08-30 10:58:00,197.0
2005-08-30 10:59:00,394.0
2005-08-30 11:00:00,477.0
2005-08-30 11:01:00,701.0
2005-08-30 11:02:00,275.0
2005-08-30 11:03:00,526.0
2005-08-30 11:04:00,462.0
2005-08-30 11:05:00,334.0
2005-08-30 11:06:00,346.0
2005-08-30 11:07:00,334.0
2005-08-30 11:08:00,218.0
2005-08-30 11:09:00,357.0
2005-08-30 11:10:00,357.0
2005-08-30 11:11:00,191.0
2005-08-30 11:12:00,420.0
2005-08-30 11:13:00,407.0
2005-08-30 11:14:00,579.0
2005-08-30 11:15:00,381.0
2005-08-30 11:16:00,1238.0
2005-08-30 11:17:00,1693.0
2005-08-30 11:18:00,822.0
2005-08-30 11:19:00,1591.0
2005-08-30 11:20:00,275.0
2005-08-30 11:21:00,493.0
2005-08-30 11:22:00,369.0
2005-08-30 11:23:00,561.0
2005-08-30 11:24:00,680.0
2005-08-30 11:25:00,904.0
2005-08-30 11:26:00,191.0
2005-08-30 11:27:00,617.0
2005-08-30 11:28:00,407.0
2005-08-30 11:29:00,1126.0
2005-08-30 11:30:00,334.0
2005-08-30 11:31:00,420.0
2005-08-30 11:32:00,407.0
2005-08-30 11:33:00,598.0
2005-08-30 11:34:00,680.0
2005-08-30 11:35:00,904.0
2005-08-30 11:36:00,1542.0
2005-08-30 11:37:00,772.0
2005-08-30 11:38:00,284.0
2005-08-30 11:39:00,275.0
2005-08-30 11:40:00,109.0
2005-08-30 11:41:00,407.0
2005-08-30 11:42:00,849.0
2005-08-30 11:43:00,579.0
2005-08-30 11:44:00,637.0
2005-08-30 11:45:00,462.0
2005-08-30 11:46:00,248.0
2005-08-30 11:47:00,394.0
2005-08-30 11:48:00,543.0
2005-08-30 11:49:00,493.0
2005-08-30 11:50:00,822.0
2005-08-30 11:51:00,933.0
2005-08-30 11:52:00,772.0
2005-08-30 11:53:00,303.0
2005-08-30 11:54:00,462.0
2005-08-30 11:55:00,526.0
2005-08-30 11:56:00,822.0
2005-08-30 11:57:00,334.0
2005-08-30 11:58:00,357.0
2005-08-30 11:59:00,369.0
2005-08-30 12:00:00,394.0
2005-08-30 12:01:00,407.0
2005-08-30 12:02:00,381.0
2005-08-30 12:03:00,1025.0
2005-08-30 12:04:00,248.0
2005-08-30 12:05:00,46.0
2005-08-30 12:06:00,150.0
2005-08-30 12:07:00,3.0
2005-08-30 12:08:00,69.0
2005-08-30 12:09:00,477.0
2005-08-30 12:10:00,448.0
2005-08-30 12:11:00,796.0
2005-08-30 12:12:00,145.0
2005-08-30 12:13:00,680.0
2005-08-30 12:14:00,165.0
2005-08-30 12:15:00,617.0
2005-08-30 12:16:00,124.0
2005-08-30 12:17:00,0.0
2005-08-30 12:18:00,86.0
2005-08-30 12:19:00,124.0
2005-08-30 12:20:00,204.0
2005-08-30 12:21:00,19.0
2005-08-30 12:22:00,241.0
2005-08-30 12:23:00,124.0
2005-08-30 12:24:00,90.0
2005-08-30 12:25:00,324.0
2005-08-30 12:26:00,493.0
2005-08-30 12:27:00,293.0
2005-08-30 12:28:00,543.0
2005-08-30 12:29:00,129.0
2005-08-30 12:30:00,369.0
2005-08-30 12:31:00,637.0
2005-08-30 12:32:00,904.0
2005-08-30 12:33:00,420.0
2005-08-30 12:34:00,172.0
2005-08-30 12:35:00,134.0
2005-08-30 12:36:00,191.0
2005-08-30 12:37:00,369.0
2005-08-30 12:38:00,543.0
2005-08-30 12:39:00,248.0
2005-08-30 12:40:00,324.0
2005-08-30 12:41:00,160.0
2005-08-30 12:42:00,334.0
2005-08-30 12:43:00,509.0
2005-08-30 12:44:00,381.0
2005-08-30 12:45:00,658.0
2005-08-30 12:46:00,493.0
2005-08-30 12:47:00,680.0
2005-08-30 12:48:00,257.0
2005-08-30 12:49:00,67.0
2005-08-30 12:50:00,1449.0
2005-08-30 12:51:00,724.0
2005-08-30 12:52:00,241.0
2005-08-30 12:53:00,993.0
2005-08-30 12:54:00,0.0
2005-08-30 12:55:00,116.0
2005-08-30 12:56:00,407.0
2005-08-30 12:57:00,109.0
2005-08-30 12:58:00,105.0
2005-08-30 12:59:00,218.0
2005-08-30 13:00:00,8.0
2005-08-30 13:01:00,12.0
2005-08-30 13:02:00,38.0
2005-08-30 13:03:00,477.0
2005-08-30 13:04:00,434.0
2005-08-30 13:05:00,178.0
2005-08-30 13:06:00,407.0
2005-08-30 13:07:00,210.0
2005-08-30 13:08:00,218.0
2005-08-30 13:09:00,37.0
2005-08-30 13:10:00,56.0
2005-08-30 13:11:00,67.0
2005-08-30 13:12:00,334.0
2005-08-30 13:13:00,124.0
2005-08-30 13:14:00,54.0
2005-08-30 13:15:00,293.0
2005-08-30 13:16:00,448.0
2005-08-30 13:17:00,477.0
2005-08-30 13:18:00,113.0
2005-08-30 13:19:00,284.0
2005-08-30 13:20:00,134.0
2005-08-30 13:21:00,324.0
2005-08-30 13:22:00,134.0
2005-08-30 13:23:00,10.0
2005-08-30 13:24:00,204.0
2005-08-30 13:25:00,49.0
2005-08-30 13:26:00,97.0
2005-08-30 13:27:00,72.0
2005-08-30 13:28:00,334.0
2005-08-30 13:29:00,69.0
2005-08-30 13:30:00,129.0
2005-08-30 13:31:00,204.0
2005-08-30 13:32:00,124.0
2005-08-30 13:33:00,293.0
2005-08-30 13:34:00,598.0
